,age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,y
3235,54,technician,divorced,secondary,no,1705,yes,no,unknown,15,may,2,-1,0,unknown,no
18440,58,housemaid,married,tertiary,no,2858,no,no,cellular,31,jul,6,-1,0,unknown,no
23458,31,management,married,tertiary,no,357,yes,no,cellular,28,aug,5,-1,0,unknown,no
28341,53,technician,married,secondary,no,-46,no,no,cellular,29,jan,2,-1,0,unknown,no
32377,48,blue-collar,married,secondary,no,113,yes,no,cellular,16,apr,2,318,5,other,no
39453,49,technician,married,tertiary,no,1843,yes,no,cellular,25,may,1,-1,0,unknown,no
15632,39,blue-collar,married,secondary,no,230,yes,yes,cellular,21,jul,1,-1,0,unknown,no
2511,45,services,married,secondary,no,350,yes,yes,unknown,13,may,1,-1,0,unknown,no
38774,47,technician,divorced,secondary,no,22,no,no,cellular,18,may,6,-1,0,unknown,no
32545,36,blue-collar,single,primary,no,295,yes,no,cellular,17,apr,1,-1,0,unknown,no
4286,41,blue-collar,married,unknown,no,665,yes,no,unknown,19,may,3,-1,0,unknown,no
19053,59,technician,divorced,secondary,no,0,no,no,cellular,5,aug,1,-1,0,unknown,no
30876,49,blue-collar,married,primary,no,3103,no,no,cellular,9,feb,5,-1,0,unknown,no
17728,36,self-employed,married,tertiary,no,2017,no,no,cellular,29,jul,18,-1,0,unknown,no
12008,39,housemaid,married,unknown,no,9716,no,no,unknown,20,jun,2,-1,0,unknown,no
12328,49,technician,divorced,secondary,no,-53,yes,yes,unknown,26,jun,1,-1,0,unknown,no
9199,59,management,married,primary,no,3694,yes,no,unknown,5,jun,10,-1,0,unknown,no
7247,50,technician,married,secondary,no,7098,yes,no,unknown,29,may,1,-1,0,unknown,no
6594,33,management,single,secondary,no,1973,yes,no,unknown,28,may,8,-1,0,unknown,no
2064,44,services,divorced,secondary,no,210,no,yes,unknown,12,may,2,-1,0,unknown,no
26639,49,blue-collar,single,primary,no,3710,yes,no,telephone,20,nov,2,-1,0,unknown,no
1908,46,entrepreneur,married,unknown,no,242,yes,no,unknown,9,may,2,-1,0,unknown,no
36177,35,services,married,secondary,no,2048,yes,no,cellular,11,may,1,173,2,failure,no
11196,59,retired,married,primary,no,0,no,no,unknown,18,jun,1,-1,0,unknown,no
21524,33,technician,married,secondary,no,81,no,no,cellular,19,aug,2,-1,0,unknown,no
32034,31,blue-collar,single,secondary,no,609,yes,no,cellular,14,apr,1,335,1,failure,no
39962,30,management,married,tertiary,no,2694,no,no,cellular,3,jun,1,-1,0,unknown,no
21312,47,blue-collar,married,primary,no,362,yes,no,cellular,18,aug,8,-1,0,unknown,no
12621,27,services,single,secondary,no,243,no,yes,unknown,4,jul,1,-1,0,unknown,no
23742,47,blue-collar,married,primary,no,3440,no,no,cellular,28,aug,10,-1,0,unknown,no
39241,39,blue-collar,divorced,primary,no,815,yes,no,cellular,18,may,3,-1,0,unknown,no
5657,43,blue-collar,married,secondary,no,470,yes,yes,unknown,26,may,1,-1,0,unknown,no
9337,36,housemaid,married,primary,no,122,no,no,unknown,6,jun,1,-1,0,unknown,no
631,32,admin.,single,tertiary,no,395,yes,no,unknown,6,may,3,-1,0,unknown,no
21197,32,management,single,secondary,no,1473,no,no,cellular,14,aug,7,-1,0,unknown,no
4750,38,unknown,married,unknown,no,124,yes,no,unknown,20,may,13,-1,0,unknown,no
32459,35,management,married,secondary,no,2415,yes,yes,cellular,16,apr,3,-1,0,unknown,no
12813,39,admin.,married,secondary,no,2319,no,no,cellular,7,jul,1,-1,0,unknown,no
30579,30,technician,single,secondary,no,1282,no,no,cellular,6,feb,2,-1,0,unknown,no
24685,43,management,married,tertiary,no,430,no,no,cellular,17,nov,2,-1,0,unknown,no
13653,35,management,divorced,tertiary,no,153,no,no,cellular,9,jul,2,-1,0,unknown,no
27905,36,admin.,married,tertiary,no,586,yes,no,cellular,28,jan,1,-1,0,unknown,no
30701,30,student,single,tertiary,no,300,no,no,cellular,6,feb,1,-1,0,unknown,no
37165,50,admin.,married,primary,no,246,yes,no,cellular,13,may,2,299,5,failure,no
37498,39,blue-collar,married,secondary,no,0,yes,no,cellular,13,may,3,176,2,failure,no
17568,56,services,married,unknown,no,0,no,no,cellular,29,jul,2,-1,0,unknown,no
33028,33,technician,single,tertiary,no,1190,yes,no,cellular,17,apr,2,252,4,failure,no
24901,37,management,married,tertiary,no,3770,yes,no,cellular,18,nov,1,110,4,failure,no
19661,30,management,married,tertiary,no,0,no,no,cellular,7,aug,1,-1,0,unknown,no
31087,64,management,married,primary,no,0,yes,no,cellular,16,feb,1,-1,0,unknown,no
19293,52,technician,married,secondary,no,2079,no,no,cellular,6,aug,2,-1,0,unknown,no
30356,34,management,single,tertiary,no,0,no,no,cellular,5,feb,1,-1,0,unknown,no
25645,30,management,single,tertiary,no,2708,no,no,cellular,19,nov,1,-1,0,unknown,no
15074,35,admin.,divorced,secondary,no,20,no,yes,cellular,17,jul,1,-1,0,unknown,no
21962,36,technician,single,secondary,no,1044,yes,no,cellular,20,aug,19,-1,0,unknown,no
6286,31,blue-collar,single,secondary,no,116,yes,no,unknown,27,may,1,-1,0,unknown,no
14250,47,technician,married,secondary,no,568,yes,no,telephone,14,jul,2,-1,0,unknown,no
9326,39,blue-collar,married,secondary,no,599,yes,no,unknown,6,jun,1,-1,0,unknown,no
12551,48,management,single,tertiary,no,31,no,yes,unknown,3,jul,1,-1,0,unknown,no
3541,49,management,married,tertiary,no,3840,yes,no,unknown,15,may,4,-1,0,unknown,no
4267,28,management,single,tertiary,no,3238,yes,no,unknown,19,may,1,-1,0,unknown,no
23640,31,management,single,tertiary,no,0,no,no,cellular,28,aug,16,-1,0,unknown,no
25508,53,management,divorced,primary,no,255,no,no,cellular,19,nov,1,-1,0,unknown,no
7451,38,blue-collar,married,primary,no,714,yes,no,unknown,29,may,3,-1,0,unknown,no
6441,31,blue-collar,single,secondary,no,369,yes,yes,unknown,27,may,8,-1,0,unknown,no
1562,53,self-employed,married,secondary,no,468,yes,no,unknown,8,may,5,-1,0,unknown,no
38679,29,admin.,married,secondary,no,252,yes,no,cellular,15,may,3,371,1,failure,no
30473,29,technician,single,secondary,no,401,yes,no,cellular,5,feb,2,-1,0,unknown,no
7678,39,technician,single,tertiary,no,4660,no,no,unknown,30,may,2,-1,0,unknown,no
5906,33,services,married,secondary,no,0,yes,no,unknown,26,may,6,-1,0,unknown,no
34002,37,unemployed,married,tertiary,no,1851,no,no,cellular,30,apr,1,-1,0,unknown,no
18275,41,management,single,secondary,no,1138,no,no,cellular,31,jul,18,-1,0,unknown,no
31404,48,admin.,divorced,secondary,no,0,yes,yes,cellular,26,mar,1,-1,0,unknown,no
6797,32,management,married,tertiary,no,4307,yes,no,unknown,28,may,3,-1,0,unknown,no
36108,35,student,single,tertiary,no,873,yes,no,cellular,11,may,1,277,2,failure,no
27022,36,admin.,divorced,tertiary,no,289,yes,yes,cellular,21,nov,4,-1,0,unknown,no
9115,53,unemployed,divorced,secondary,no,1242,no,no,unknown,5,jun,1,-1,0,unknown,no
41330,39,management,married,tertiary,no,93,yes,no,cellular,28,aug,1,95,5,failure,no
11640,50,housemaid,married,primary,no,0,no,no,unknown,20,jun,2,-1,0,unknown,no
25081,31,blue-collar,married,secondary,no,5345,yes,no,cellular,18,nov,1,-1,0,unknown,no
44701,84,retired,divorced,primary,no,1680,no,no,telephone,6,sep,5,97,3,other,no
1424,39,management,single,tertiary,no,375,yes,no,unknown,8,may,2,-1,0,unknown,no
36779,34,services,married,secondary,no,-118,yes,no,cellular,12,may,1,-1,0,unknown,no
17812,44,housemaid,married,primary,no,1109,yes,yes,cellular,29,jul,4,-1,0,unknown,no
12501,29,technician,single,tertiary,no,101,no,no,unknown,2,jul,4,-1,0,unknown,no
10115,39,blue-collar,married,secondary,no,7653,no,no,unknown,11,jun,2,-1,0,unknown,no
27304,57,services,married,secondary,no,2658,yes,no,cellular,21,nov,1,190,1,failure,no
83,59,admin.,married,secondary,no,2343,yes,no,unknown,5,may,1,-1,0,unknown,yes
86,56,admin.,married,secondary,no,45,no,no,unknown,5,may,1,-1,0,unknown,yes
87,41,technician,married,secondary,no,1270,yes,no,unknown,5,may,1,-1,0,unknown,yes
129,55,services,married,secondary,no,2476,yes,no,unknown,5,may,1,-1,0,unknown,yes
168,54,admin.,married,tertiary,no,184,no,no,unknown,5,may,2,-1,0,unknown,yes
270,42,management,single,tertiary,no,0,yes,yes,unknown,5,may,2,-1,0,unknown,yes
388,56,management,married,tertiary,no,830,yes,yes,unknown,6,may,1,-1,0,unknown,yes
390,60,retired,divorced,secondary,no,545,yes,no,unknown,6,may,1,-1,0,unknown,yes
446,39,technician,single,unknown,no,45248,yes,no,unknown,6,may,1,-1,0,unknown,yes
457,37,technician,married,secondary,no,1,yes,no,unknown,6,may,1,-1,0,unknown,yes
474,34,admin.,married,secondary,no,869,no,no,unknown,6,may,1,-1,0,unknown,yes
512,55,unemployed,divorced,secondary,no,387,yes,no,unknown,6,may,1,-1,0,unknown,yes
569,28,services,single,secondary,no,5090,yes,no,unknown,6,may,3,-1,0,unknown,yes
624,30,technician,married,secondary,no,484,yes,no,unknown,6,may,1,-1,0,unknown,yes
694,36,technician,married,secondary,no,368,yes,yes,unknown,6,may,2,-1,0,unknown,yes
849,37,admin.,single,secondary,no,245,yes,yes,unknown,7,may,2,-1,0,unknown,yes
877,45,blue-collar,married,secondary,no,154,yes,no,unknown,7,may,1,-1,0,unknown,yes
891,53,services,divorced,primary,no,-291,yes,yes,unknown,7,may,1,-1,0,unknown,yes
897,38,admin.,single,secondary,no,100,yes,no,unknown,7,may,1,-1,0,unknown,yes
1087,30,blue-collar,married,secondary,no,309,yes,no,unknown,7,may,2,-1,0,unknown,yes
1124,29,management,married,tertiary,no,199,yes,yes,unknown,7,may,4,-1,0,unknown,yes
1140,46,blue-collar,single,tertiary,no,460,yes,no,unknown,7,may,2,-1,0,unknown,yes
1172,31,technician,single,tertiary,no,703,yes,no,unknown,8,may,2,-1,0,unknown,yes
1173,39,blue-collar,married,primary,no,70,no,no,unknown,8,may,1,-1,0,unknown,yes
1193,35,management,divorced,tertiary,no,3837,yes,no,unknown,8,may,1,-1,0,unknown,yes
1200,32,blue-collar,single,primary,no,611,yes,no,unknown,8,may,3,-1,0,unknown,yes
1247,49,services,married,secondary,no,-8,yes,no,unknown,8,may,1,-1,0,unknown,yes
1273,41,admin.,married,secondary,no,55,yes,no,unknown,8,may,2,-1,0,unknown,yes
1340,49,admin.,divorced,secondary,no,168,yes,yes,unknown,8,may,1,-1,0,unknown,yes
1370,28,admin.,divorced,secondary,no,785,yes,no,unknown,8,may,2,-1,0,unknown,yes
1372,43,management,single,tertiary,no,2067,yes,no,unknown,8,may,1,-1,0,unknown,yes
1416,43,management,divorced,tertiary,no,388,yes,no,unknown,8,may,2,-1,0,unknown,yes
1462,43,blue-collar,married,primary,no,-192,yes,no,unknown,8,may,2,-1,0,unknown,yes
1520,37,unemployed,single,secondary,no,381,yes,no,unknown,8,may,2,-1,0,unknown,yes
1646,35,blue-collar,single,secondary,no,40,yes,no,unknown,9,may,4,-1,0,unknown,yes
1647,31,technician,single,tertiary,no,22,yes,no,unknown,9,may,3,-1,0,unknown,yes
1671,46,technician,married,secondary,no,332,yes,no,unknown,9,may,1,-1,0,unknown,yes
1674,43,blue-collar,single,secondary,no,3,yes,no,unknown,9,may,3,-1,0,unknown,yes
1688,31,admin.,married,secondary,no,307,yes,no,unknown,9,may,1,-1,0,unknown,yes
1691,28,blue-collar,single,secondary,no,759,yes,no,unknown,9,may,1,-1,0,unknown,yes
1767,32,blue-collar,married,secondary,yes,-1,yes,no,unknown,9,may,1,-1,0,unknown,yes
1795,60,technician,married,primary,no,65,yes,no,unknown,9,may,2,-1,0,unknown,yes
1806,26,blue-collar,single,secondary,no,82,yes,no,unknown,9,may,1,-1,0,unknown,yes
1832,40,blue-collar,married,secondary,no,10,yes,no,unknown,9,may,2,-1,0,unknown,yes
1850,28,blue-collar,single,secondary,no,-197,yes,no,unknown,9,may,2,-1,0,unknown,yes
1863,33,blue-collar,divorced,primary,no,390,yes,no,unknown,9,may,2,-1,0,unknown,yes
2053,45,blue-collar,married,primary,no,101,yes,no,unknown,12,may,5,-1,0,unknown,yes
2096,32,management,single,tertiary,no,311,no,no,unknown,12,may,2,-1,0,unknown,yes
2328,35,blue-collar,married,primary,no,414,no,no,unknown,13,may,4,-1,0,unknown,yes
2347,33,management,divorced,secondary,no,5,yes,no,unknown,13,may,1,-1,0,unknown,yes
2377,38,management,married,tertiary,no,119,yes,no,unknown,13,may,4,-1,0,unknown,yes
2387,24,services,single,secondary,yes,-122,yes,no,unknown,13,may,1,-1,0,unknown,yes
2388,54,retired,divorced,tertiary,no,0,no,no,unknown,13,may,1,-1,0,unknown,yes
2404,34,blue-collar,divorced,secondary,no,383,yes,no,unknown,13,may,1,-1,0,unknown,yes
2474,23,entrepreneur,single,primary,no,4,yes,no,unknown,13,may,2,-1,0,unknown,yes
2483,60,blue-collar,married,primary,no,1262,yes,yes,unknown,13,may,1,-1,0,unknown,yes
2485,48,management,married,tertiary,no,1949,yes,no,unknown,13,may,2,-1,0,unknown,yes
2486,45,entrepreneur,divorced,tertiary,no,-395,yes,no,unknown,13,may,1,-1,0,unknown,yes
2507,36,blue-collar,married,secondary,no,1165,yes,no,unknown,13,may,4,-1,0,unknown,yes
2519,52,management,married,unknown,no,2240,yes,no,unknown,13,may,1,-1,0,unknown,yes
2545,37,entrepreneur,divorced,secondary,no,175,yes,yes,unknown,13,may,6,-1,0,unknown,yes
2650,46,blue-collar,married,primary,no,369,yes,no,unknown,13,may,2,-1,0,unknown,yes
2709,35,blue-collar,divorced,primary,no,300,yes,no,unknown,13,may,2,-1,0,unknown,yes
2720,43,technician,married,secondary,no,3285,yes,no,unknown,13,may,2,-1,0,unknown,yes
2767,52,housemaid,married,secondary,no,3923,yes,no,unknown,14,may,3,-1,0,unknown,yes
2779,53,technician,divorced,primary,no,1443,yes,no,unknown,14,may,1,-1,0,unknown,yes
2799,48,blue-collar,divorced,primary,no,24,yes,no,unknown,14,may,1,-1,0,unknown,yes
2821,41,blue-collar,single,primary,no,1618,yes,no,unknown,14,may,1,-1,0,unknown,yes
2831,39,management,divorced,tertiary,no,517,yes,yes,unknown,14,may,1,-1,0,unknown,yes
2845,59,retired,married,secondary,no,1521,yes,yes,unknown,14,may,2,-1,0,unknown,yes
2865,41,blue-collar,married,secondary,no,2823,yes,no,unknown,14,may,1,-1,0,unknown,yes
2870,48,blue-collar,married,secondary,no,1405,yes,no,unknown,14,may,2,-1,0,unknown,yes
2882,40,admin.,married,secondary,no,1535,yes,no,unknown,14,may,1,-1,0,unknown,yes
2897,48,blue-collar,married,secondary,no,1596,yes,no,unknown,14,may,1,-1,0,unknown,yes
2929,60,retired,married,primary,no,1542,yes,no,unknown,14,may,1,-1,0,unknown,yes
2955,40,technician,single,unknown,no,3652,yes,no,unknown,14,may,2,-1,0,unknown,yes
2982,57,technician,married,tertiary,no,-1,no,no,unknown,14,may,2,-1,0,unknown,yes
3004,51,blue-collar,married,secondary,no,7180,yes,no,unknown,14,may,1,-1,0,unknown,yes
3145,41,blue-collar,divorced,secondary,no,5291,yes,no,unknown,14,may,3,-1,0,unknown,yes
3190,41,blue-collar,married,secondary,no,1384,yes,no,unknown,15,may,4,-1,0,unknown,yes
3193,46,admin.,married,secondary,no,556,yes,yes,unknown,15,may,3,-1,0,unknown,yes
3214,52,blue-collar,divorced,primary,no,-191,yes,no,unknown,15,may,1,-1,0,unknown,yes
3225,43,self-employed,single,unknown,no,3173,no,no,unknown,15,may,1,-1,0,unknown,yes
3294,59,blue-collar,married,primary,no,320,yes,no,unknown,15,may,1,-1,0,unknown,yes
3300,44,blue-collar,married,unknown,no,146,yes,no,unknown,15,may,1,-1,0,unknown,yes
3314,49,admin.,single,secondary,no,716,yes,no,unknown,15,may,3,-1,0,unknown,yes
3324,49,unknown,married,primary,no,341,yes,yes,unknown,15,may,2,-1,0,unknown,yes
3331,50,entrepreneur,married,primary,no,461,yes,no,unknown,15,may,32,-1,0,unknown,yes
3371,40,services,married,primary,no,-9,yes,no,unknown,15,may,2,-1,0,unknown,yes
3378,41,admin.,married,primary,no,-306,yes,no,unknown,15,may,1,-1,0,unknown,yes
3454,44,technician,married,tertiary,no,4580,yes,no,unknown,15,may,2,-1,0,unknown,yes
3497,60,services,single,primary,no,313,yes,no,unknown,15,may,2,-1,0,unknown,yes
3500,29,management,married,tertiary,no,10576,no,no,unknown,15,may,2,-1,0,unknown,yes
3509,41,retired,divorced,primary,no,-233,yes,no,unknown,15,may,2,-1,0,unknown,yes
3519,41,blue-collar,married,primary,no,2453,yes,no,unknown,15,may,1,-1,0,unknown,yes
3548,42,technician,single,secondary,no,1364,yes,no,unknown,15,may,6,-1,0,unknown,yes
3557,46,blue-collar,married,secondary,no,668,yes,no,unknown,15,may,2,-1,0,unknown,yes
3571,32,services,single,secondary,no,772,yes,no,unknown,15,may,3,-1,0,unknown,yes
3677,36,services,single,unknown,no,281,yes,no,unknown,16,may,1,-1,0,unknown,yes
3681,39,technician,married,tertiary,no,94,yes,yes,unknown,16,may,1,-1,0,unknown,yes
3701,33,management,married,tertiary,no,273,yes,no,unknown,16,may,1,-1,0,unknown,yes
3702,42,admin.,divorced,secondary,no,153,yes,no,unknown,16,may,1,-1,0,unknown,yes
3708,31,self-employed,single,tertiary,no,144,yes,no,unknown,16,may,1,-1,0,unknown,yes
3712,40,services,married,secondary,no,446,yes,no,unknown,16,may,1,-1,0,unknown,yes
3714,26,blue-collar,married,secondary,no,246,yes,no,unknown,16,may,3,-1,0,unknown,yes
3730,45,blue-collar,married,primary,no,804,yes,no,unknown,16,may,1,-1,0,unknown,yes
3749,31,blue-collar,married,secondary,no,92,yes,no,unknown,16,may,1,-1,0,unknown,yes
3770,29,admin.,single,secondary,no,163,yes,yes,unknown,16,may,1,-1,0,unknown,yes
3804,27,technician,single,secondary,no,1742,yes,no,unknown,16,may,1,-1,0,unknown,yes
3819,37,services,divorced,secondary,no,49,yes,no,unknown,16,may,2,-1,0,unknown,yes
3829,40,blue-collar,married,primary,no,1758,yes,no,unknown,16,may,3,-1,0,unknown,yes
3830,33,blue-collar,single,secondary,no,-416,yes,no,unknown,16,may,2,-1,0,unknown,yes
3835,24,technician,single,secondary,no,409,yes,no,unknown,16,may,1,-1,0,unknown,yes
3840,24,blue-collar,married,primary,no,656,yes,no,unknown,16,may,1,-1,0,unknown,yes
3876,50,admin.,divorced,secondary,no,363,yes,no,unknown,16,may,1,-1,0,unknown,yes
3881,27,technician,single,tertiary,no,3706,yes,no,unknown,16,may,1,-1,0,unknown,yes
3982,54,management,single,tertiary,no,4393,yes,no,unknown,16,may,3,-1,0,unknown,yes
3999,30,technician,single,secondary,no,863,yes,no,unknown,16,may,5,-1,0,unknown,yes
4035,34,blue-collar,married,primary,no,695,yes,yes,unknown,16,may,4,-1,0,unknown,yes
4042,37,management,single,secondary,no,792,yes,no,unknown,16,may,4,-1,0,unknown,yes
4090,41,admin.,single,secondary,no,1020,yes,no,unknown,19,may,1,-1,0,unknown,yes
4136,47,blue-collar,married,secondary,no,863,yes,no,unknown,19,may,2,-1,0,unknown,yes
4185,31,admin.,married,secondary,no,97,yes,no,unknown,19,may,1,-1,0,unknown,yes
4200,31,blue-collar,married,secondary,no,754,yes,no,unknown,19,may,4,-1,0,unknown,yes
4271,43,services,divorced,secondary,no,1040,yes,no,unknown,19,may,3,-1,0,unknown,yes
4313,37,management,divorced,tertiary,no,122,yes,no,unknown,19,may,2,-1,0,unknown,yes
4326,30,technician,single,tertiary,no,880,yes,yes,unknown,19,may,6,-1,0,unknown,yes
4329,41,technician,married,secondary,no,501,yes,no,unknown,19,may,5,-1,0,unknown,yes
4377,30,technician,single,tertiary,no,3291,yes,no,unknown,19,may,3,-1,0,unknown,yes
4402,36,blue-collar,married,secondary,no,4438,yes,no,unknown,20,may,1,-1,0,unknown,yes
4416,35,blue-collar,divorced,secondary,no,0,yes,no,unknown,20,may,1,-1,0,unknown,yes
4427,29,services,single,secondary,no,271,yes,no,unknown,20,may,2,-1,0,unknown,yes
4431,35,blue-collar,married,primary,no,102,yes,no,unknown,20,may,1,-1,0,unknown,yes
4455,31,blue-collar,married,secondary,no,2,yes,no,unknown,20,may,2,-1,0,unknown,yes
4509,35,services,married,secondary,no,4170,yes,no,unknown,20,may,1,-1,0,unknown,yes
4607,34,technician,single,secondary,no,85,yes,no,unknown,20,may,4,-1,0,unknown,yes
4634,31,admin.,single,secondary,no,431,yes,yes,unknown,20,may,1,-1,0,unknown,yes
4640,44,technician,divorced,secondary,no,982,yes,no,unknown,20,may,3,-1,0,unknown,yes
4675,36,blue-collar,married,primary,no,408,yes,yes,unknown,20,may,2,-1,0,unknown,yes
4682,39,technician,single,secondary,no,1022,yes,no,unknown,20,may,2,-1,0,unknown,yes
4719,35,blue-collar,married,unknown,no,4822,yes,no,unknown,20,may,2,-1,0,unknown,yes
4753,41,blue-collar,married,primary,no,1250,yes,no,unknown,20,may,2,-1,0,unknown,yes
4765,31,blue-collar,married,secondary,no,3311,yes,no,unknown,20,may,1,-1,0,unknown,yes
4813,31,blue-collar,single,primary,no,216,yes,no,unknown,21,may,1,-1,0,unknown,yes
4818,34,blue-collar,married,secondary,no,1207,yes,no,unknown,21,may,1,-1,0,unknown,yes
4835,32,technician,married,secondary,no,791,yes,no,unknown,21,may,2,-1,0,unknown,yes
4866,36,management,married,tertiary,no,849,yes,yes,unknown,21,may,2,-1,0,unknown,yes
4897,30,blue-collar,single,secondary,yes,239,yes,no,unknown,21,may,1,-1,0,unknown,yes
4916,37,technician,single,secondary,no,1211,yes,no,unknown,21,may,1,-1,0,unknown,yes
4941,54,management,divorced,tertiary,no,487,yes,no,unknown,21,may,4,-1,0,unknown,yes
4948,36,blue-collar,married,primary,no,599,yes,no,unknown,21,may,2,-1,0,unknown,yes
5003,31,management,single,tertiary,no,825,yes,no,unknown,21,may,2,-1,0,unknown,yes
5024,27,technician,married,secondary,no,2183,yes,yes,unknown,21,may,1,-1,0,unknown,yes
5034,34,retired,married,primary,no,4499,no,no,unknown,21,may,1,-1,0,unknown,yes
5052,32,services,single,secondary,no,-198,yes,no,unknown,21,may,3,-1,0,unknown,yes
5055,30,technician,single,tertiary,no,1289,yes,no,unknown,21,may,2,-1,0,unknown,yes
5057,32,technician,single,tertiary,no,4665,yes,no,unknown,21,may,2,-1,0,unknown,yes
5144,37,technician,single,secondary,no,3326,yes,no,unknown,21,may,1,-1,0,unknown,yes
5162,38,blue-collar,married,secondary,no,622,yes,no,unknown,21,may,2,-1,0,unknown,yes
5174,32,blue-collar,married,secondary,no,783,yes,no,unknown,21,may,3,-1,0,unknown,yes
5194,33,blue-collar,married,secondary,no,0,yes,no,unknown,21,may,3,-1,0,unknown,yes
5236,35,blue-collar,married,primary,no,994,yes,no,unknown,23,may,8,-1,0,unknown,yes
5251,35,self-employed,divorced,tertiary,no,1354,yes,no,unknown,23,may,2,-1,0,unknown,yes
5276,30,blue-collar,single,secondary,no,239,yes,no,unknown,23,may,1,-1,0,unknown,yes
5283,30,blue-collar,married,secondary,no,278,yes,yes,unknown,23,may,1,-1,0,unknown,yes
5342,34,blue-collar,married,secondary,no,2495,yes,no,unknown,23,may,1,-1,0,unknown,yes
5470,45,blue-collar,divorced,primary,no,-311,yes,no,unknown,23,may,1,-1,0,unknown,yes
5483,45,admin.,married,secondary,no,149,yes,no,unknown,23,may,3,-1,0,unknown,yes
5499,33,blue-collar,married,secondary,no,1464,yes,no,unknown,23,may,3,-1,0,unknown,yes
5515,33,blue-collar,divorced,secondary,no,3546,yes,no,unknown,23,may,2,-1,0,unknown,yes
5542,44,management,divorced,tertiary,no,5773,no,no,unknown,23,may,6,-1,0,unknown,yes
5546,40,blue-collar,married,primary,no,278,yes,no,unknown,23,may,3,-1,0,unknown,yes
5575,31,blue-collar,married,secondary,no,2910,yes,no,unknown,23,may,2,-1,0,unknown,yes
5669,30,technician,married,tertiary,no,541,yes,no,unknown,26,may,2,-1,0,unknown,yes
5705,44,technician,divorced,secondary,no,1262,yes,no,unknown,26,may,11,-1,0,unknown,yes
5741,34,services,married,secondary,no,-538,yes,no,unknown,26,may,1,-1,0,unknown,yes
5768,31,admin.,single,secondary,no,747,yes,no,unknown,26,may,2,-1,0,unknown,yes
5783,45,blue-collar,married,secondary,no,61,yes,no,unknown,26,may,4,-1,0,unknown,yes
5803,37,blue-collar,married,secondary,no,125,no,no,unknown,26,may,2,-1,0,unknown,yes
5846,28,self-employed,single,tertiary,no,0,yes,no,unknown,26,may,2,-1,0,unknown,yes
5856,32,admin.,single,secondary,no,620,yes,no,unknown,26,may,3,-1,0,unknown,yes
5866,37,blue-collar,divorced,secondary,no,316,yes,no,unknown,26,may,2,-1,0,unknown,yes
5888,34,management,married,tertiary,no,2287,yes,no,unknown,26,may,4,-1,0,unknown,yes
5932,38,admin.,divorced,secondary,no,198,yes,no,unknown,26,may,2,-1,0,unknown,yes
5938,28,admin.,single,secondary,no,460,yes,no,unknown,26,may,6,-1,0,unknown,yes
5959,31,management,divorced,tertiary,no,1145,yes,no,unknown,26,may,4,-1,0,unknown,yes
5973,30,services,married,secondary,no,129,yes,no,unknown,26,may,7,-1,0,unknown,yes
5976,30,admin.,married,secondary,no,1265,yes,yes,unknown,26,may,2,-1,0,unknown,yes
6005,59,services,married,secondary,no,-22,yes,no,unknown,26,may,3,-1,0,unknown,yes
6006,24,blue-collar,married,secondary,no,685,yes,no,unknown,26,may,3,-1,0,unknown,yes
6021,26,services,single,secondary,no,901,yes,no,unknown,26,may,2,-1,0,unknown,yes
6112,59,retired,single,secondary,no,351,yes,no,unknown,27,may,5,-1,0,unknown,yes
6141,53,technician,married,secondary,no,-725,yes,no,unknown,27,may,1,-1,0,unknown,yes
6162,30,entrepreneur,single,primary,no,0,yes,yes,unknown,27,may,1,-1,0,unknown,yes
6184,28,management,single,tertiary,no,939,yes,no,unknown,27,may,1,-1,0,unknown,yes
6270,37,admin.,married,secondary,no,274,yes,no,unknown,27,may,3,-1,0,unknown,yes
6312,24,self-employed,single,tertiary,no,2984,yes,no,unknown,27,may,1,-1,0,unknown,yes
6337,30,admin.,single,secondary,no,-213,yes,yes,unknown,27,may,1,-1,0,unknown,yes
6391,25,blue-collar,married,secondary,no,97,yes,no,unknown,27,may,1,-1,0,unknown,yes
6451,44,services,divorced,secondary,no,51,yes,yes,unknown,27,may,2,-1,0,unknown,yes
6598,29,management,married,tertiary,no,314,no,no,unknown,28,may,2,-1,0,unknown,yes
6626,26,management,single,tertiary,no,6840,yes,no,unknown,28,may,2,-1,0,unknown,yes
6631,26,technician,single,secondary,no,668,yes,no,unknown,28,may,3,-1,0,unknown,yes
6683,27,services,single,secondary,no,54,yes,no,unknown,28,may,2,-1,0,unknown,yes
6751,25,self-employed,single,secondary,no,1242,yes,no,unknown,28,may,2,-1,0,unknown,yes
6773,28,management,married,secondary,no,292,yes,no,unknown,28,may,1,-1,0,unknown,yes
6774,23,services,single,secondary,no,665,yes,no,unknown,28,may,1,-1,0,unknown,yes
6800,27,blue-collar,single,secondary,no,294,yes,yes,unknown,28,may,2,-1,0,unknown,yes
6821,23,technician,single,tertiary,no,1129,yes,no,unknown,28,may,1,-1,0,unknown,yes
6823,46,technician,married,secondary,no,57,no,no,unknown,28,may,1,-1,0,unknown,yes
6838,23,student,single,unknown,no,854,yes,no,unknown,28,may,2,-1,0,unknown,yes
6854,57,retired,married,tertiary,no,0,yes,yes,unknown,28,may,1,-1,0,unknown,yes
6874,34,management,single,tertiary,no,1058,yes,no,unknown,28,may,2,-1,0,unknown,yes
