,age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,y
18541,42,management,married,secondary,no,0,yes,yes,cellular,2,feb,1,-1,0,unknown,no
18542,43,technician,married,secondary,no,0,no,yes,cellular,8,may,2,172,5,failure,no
18543,20,student,single,unknown,no,179,no,no,cellular,23,sep,1,182,6,failure,no
18544,41,services,married,primary,no,124,yes,no,unknown,16,may,2,-1,0,unknown,no
18545,43,management,married,unknown,no,0,no,no,unknown,20,jun,1,-1,0,unknown,no
18546,46,management,single,tertiary,no,502,no,no,cellular,25,jul,2,-1,0,unknown,no
18547,28,unemployed,single,secondary,yes,-353,yes,no,unknown,12,may,3,-1,0,unknown,no
18548,60,retired,married,tertiary,no,1141,no,no,cellular,12,aug,4,-1,0,unknown,no
18549,57,blue-collar,married,primary,no,5431,yes,yes,unknown,6,may,1,-1,0,unknown,no
18550,57,retired,married,secondary,no,3815,no,no,telephone,20,nov,2,-1,0,unknown,no
18551,38,admin.,married,unknown,no,28,no,no,unknown,20,may,1,-1,0,unknown,no
18552,44,management,married,tertiary,no,0,no,no,cellular,26,aug,4,-1,0,unknown,no
18553,43,admin.,divorced,secondary,no,777,yes,no,unknown,2,jun,2,-1,0,unknown,no
18554,37,technician,married,secondary,no,5953,no,no,cellular,5,aug,1,-1,0,unknown,no
18555,48,management,married,primary,no,2537,no,no,cellular,26,aug,6,-1,0,unknown,no
18556,44,blue-collar,married,primary,no,401,yes,no,cellular,18,may,1,-1,0,unknown,no
18557,52,services,married,secondary,no,0,no,no,cellular,21,aug,4,-1,0,unknown,no
18558,53,housemaid,divorced,secondary,no,120,no,no,unknown,17,jun,2,-1,0,unknown,no
18559,41,entrepreneur,married,tertiary,no,2249,yes,no,telephone,16,jul,5,-1,0,unknown,no
18560,31,technician,single,tertiary,no,932,yes,no,unknown,2,jun,1,-1,0,unknown,no
18561,38,management,married,tertiary,no,14190,yes,no,cellular,31,jul,3,-1,0,unknown,no
18562,40,technician,married,secondary,yes,4,no,no,cellular,27,aug,3,-1,0,unknown,no
18563,31,admin.,single,tertiary,no,-194,no,no,unknown,21,may,2,-1,0,unknown,no
18564,35,management,married,tertiary,no,569,no,no,cellular,11,aug,3,-1,0,unknown,no
18565,30,services,single,secondary,no,603,yes,yes,unknown,2,jun,2,-1,0,unknown,no
18566,31,management,single,tertiary,no,30,no,no,cellular,12,aug,2,-1,0,unknown,no
18567,30,management,single,tertiary,no,5074,yes,no,cellular,25,jul,2,-1,0,unknown,no
18568,39,management,married,tertiary,no,24,no,no,cellular,1,oct,1,-1,0,unknown,no
18569,50,management,married,tertiary,no,400,no,no,cellular,13,aug,2,-1,0,unknown,no
18570,53,technician,married,secondary,no,-46,no,no,cellular,29,jan,2,-1,0,unknown,no
18571,45,blue-collar,married,primary,no,55,no,no,cellular,7,jul,3,-1,0,unknown,no
18572,36,self-employed,single,tertiary,no,2000,no,no,unknown,6,jun,1,-1,0,unknown,no
18573,43,unknown,married,primary,no,0,yes,no,cellular,9,jul,1,-1,0,unknown,no
18574,54,admin.,married,unknown,no,3965,yes,no,unknown,15,may,2,-1,0,unknown,no
18575,38,blue-collar,single,secondary,no,334,yes,no,cellular,18,jul,7,-1,0,unknown,no
18576,27,services,married,secondary,no,94,yes,no,unknown,15,may,2,-1,0,unknown,no
18577,47,management,single,tertiary,no,-295,no,yes,cellular,22,jul,2,-1,0,unknown,no
18578,44,services,married,secondary,no,26,yes,no,unknown,2,jun,9,-1,0,unknown,no
18579,38,blue-collar,married,secondary,no,566,yes,yes,telephone,17,apr,2,332,6,other,no
18580,40,technician,married,tertiary,no,1554,no,no,cellular,30,jan,1,-1,0,unknown,no
18581,37,admin.,divorced,secondary,no,0,no,no,cellular,24,jul,1,-1,0,unknown,no
18582,39,self-employed,divorced,tertiary,no,0,no,no,cellular,8,aug,2,-1,0,unknown,no
18583,37,blue-collar,married,secondary,no,590,yes,no,cellular,17,apr,1,343,2,failure,no
18584,31,management,married,tertiary,no,3154,no,no,cellular,21,nov,2,-1,0,unknown,no
18585,37,blue-collar,married,primary,no,89,no,yes,telephone,8,jul,4,-1,0,unknown,no
18586,54,management,divorced,tertiary,no,2079,no,yes,cellular,25,jul,1,-1,0,unknown,no
18587,33,technician,married,tertiary,no,5641,no,no,cellular,18,aug,2,-1,0,unknown,no
18588,27,services,married,secondary,no,891,yes,no,cellular,18,jul,1,-1,0,unknown,no
18589,30,blue-collar,married,primary,no,1317,yes,no,unknown,21,may,2,-1,0,unknown,no
18590,45,technician,single,secondary,no,113,yes,yes,cellular,13,aug,2,-1,0,unknown,no
18591,27,blue-collar,single,secondary,yes,-2,yes,yes,unknown,14,may,5,-1,0,unknown,no
18592,59,technician,divorced,secondary,no,2595,yes,no,cellular,29,aug,2,-1,0,unknown,no
18593,46,blue-collar,divorced,primary,no,2775,no,yes,cellular,8,jul,1,-1,0,unknown,no
18594,59,admin.,divorced,secondary,no,975,yes,no,unknown,15,may,4,-1,0,unknown,no
18595,32,management,single,tertiary,no,863,yes,no,unknown,20,may,1,-1,0,unknown,no
18596,38,blue-collar,married,secondary,no,1027,yes,no,cellular,15,may,5,-1,0,unknown,no
18597,44,management,married,tertiary,no,332,yes,no,cellular,23,jul,5,-1,0,unknown,no
18598,52,technician,married,secondary,no,1697,no,yes,cellular,27,aug,4,-1,0,unknown,no
18599,56,entrepreneur,married,unknown,no,0,no,no,unknown,20,jun,8,-1,0,unknown,no
18600,36,management,married,secondary,no,1898,yes,yes,unknown,30,may,1,-1,0,unknown,no
18601,56,blue-collar,single,primary,no,739,yes,no,unknown,15,may,1,-1,0,unknown,no
18602,35,blue-collar,single,primary,no,3798,no,no,unknown,6,jun,1,-1,0,unknown,no
18603,39,blue-collar,married,primary,no,3419,yes,no,cellular,13,may,1,327,5,failure,no
18604,43,technician,married,tertiary,no,80,no,no,cellular,28,aug,32,-1,0,unknown,no
18605,52,technician,married,secondary,no,0,yes,yes,unknown,14,may,2,-1,0,unknown,no
18606,31,admin.,married,tertiary,no,323,no,no,cellular,11,aug,3,-1,0,unknown,no
18607,49,blue-collar,married,primary,no,-232,no,yes,cellular,11,aug,2,-1,0,unknown,no
18608,31,blue-collar,single,unknown,no,667,yes,no,unknown,28,may,3,-1,0,unknown,no
18609,34,management,single,tertiary,no,2570,no,no,unknown,28,may,3,-1,0,unknown,no
18610,35,blue-collar,married,secondary,no,0,yes,yes,cellular,24,jul,1,-1,0,unknown,no
18611,54,blue-collar,married,secondary,no,1070,no,no,cellular,18,nov,4,-1,0,unknown,no
18612,31,services,single,secondary,no,516,yes,no,unknown,13,may,2,-1,0,unknown,no
18613,26,technician,single,secondary,no,831,no,yes,cellular,23,jul,13,-1,0,unknown,no
18614,30,services,married,unknown,no,280,yes,yes,unknown,28,may,2,-1,0,unknown,no
18615,47,blue-collar,married,secondary,no,538,no,yes,cellular,19,nov,1,-1,0,unknown,no
18616,55,management,single,tertiary,no,4847,yes,no,cellular,21,nov,4,106,2,other,no
18617,54,retired,married,secondary,no,1826,yes,no,cellular,17,nov,4,-1,0,unknown,no
18618,32,management,married,tertiary,no,272,yes,no,cellular,3,feb,4,209,1,failure,no
18619,40,technician,married,secondary,no,529,no,yes,cellular,28,jan,1,-1,0,unknown,no
18620,40,admin.,married,secondary,yes,94,no,no,cellular,29,jul,2,-1,0,unknown,no
18621,37,admin.,divorced,tertiary,no,0,yes,yes,cellular,22,jul,3,-1,0,unknown,no
18622,47,services,married,unknown,no,11,no,no,cellular,8,aug,4,-1,0,unknown,no
18623,39,blue-collar,married,secondary,no,498,yes,no,cellular,14,jul,4,-1,0,unknown,no
18624,45,self-employed,married,secondary,no,-124,no,no,cellular,25,aug,4,-1,0,unknown,no
18625,33,services,divorced,secondary,no,1156,yes,no,cellular,15,may,1,177,2,failure,no
18626,63,retired,married,tertiary,no,262,no,no,cellular,8,jul,1,-1,0,unknown,no
18627,36,blue-collar,married,secondary,no,2452,yes,no,cellular,21,nov,1,-1,0,unknown,no
18628,29,blue-collar,married,secondary,no,3,no,no,cellular,22,jul,1,-1,0,unknown,no
18629,42,services,married,secondary,no,1545,yes,no,cellular,17,apr,3,323,3,failure,no
18630,53,admin.,married,secondary,no,1203,no,no,cellular,21,nov,7,-1,0,unknown,no
18631,32,technician,single,secondary,yes,-1,no,no,cellular,29,aug,2,-1,0,unknown,no
18632,39,services,married,secondary,no,861,yes,no,cellular,30,jul,4,-1,0,unknown,no
18633,46,blue-collar,married,secondary,no,15,yes,yes,cellular,20,aug,3,-1,0,unknown,no
18634,38,blue-collar,divorced,secondary,no,157,no,no,unknown,9,jun,5,-1,0,unknown,no
18635,29,admin.,married,secondary,no,6429,yes,yes,cellular,14,may,1,352,2,failure,no
18636,34,management,married,tertiary,no,273,yes,no,cellular,20,nov,1,188,1,success,no
18637,43,technician,divorced,tertiary,no,0,no,no,cellular,28,aug,10,-1,0,unknown,no
18638,36,management,married,tertiary,no,269,yes,no,cellular,11,may,2,-1,0,unknown,no
18639,52,technician,married,unknown,no,0,yes,no,cellular,17,nov,1,-1,0,unknown,no
18640,59,retired,divorced,primary,no,-138,yes,yes,unknown,8,may,4,-1,0,unknown,no
18641,24,blue-collar,single,secondary,no,-398,yes,no,cellular,18,may,3,355,4,other,no
18642,34,technician,single,secondary,no,232,no,no,cellular,7,jul,1,-1,0,unknown,no
18643,71,retired,married,unknown,no,362,no,no,telephone,12,feb,2,-1,0,unknown,no
18644,35,blue-collar,married,secondary,no,-151,yes,no,cellular,5,feb,2,-1,0,unknown,no
18645,35,technician,married,secondary,no,700,yes,no,unknown,23,may,2,-1,0,unknown,no
18646,36,management,single,tertiary,no,1246,no,no,cellular,21,aug,2,-1,0,unknown,no
18647,41,blue-collar,married,secondary,no,284,yes,no,cellular,31,jul,23,-1,0,unknown,no
18648,35,student,divorced,tertiary,no,100,no,no,cellular,21,nov,1,-1,0,unknown,no
18649,48,blue-collar,single,primary,no,244,yes,no,cellular,15,may,5,-1,0,unknown,no
18650,41,technician,married,secondary,no,801,no,no,cellular,28,aug,4,-1,0,unknown,no
18651,36,admin.,married,tertiary,no,586,yes,no,cellular,28,jan,1,-1,0,unknown,no
18652,36,housemaid,married,primary,no,125,yes,no,cellular,29,jul,4,-1,0,unknown,no
18653,55,retired,divorced,secondary,no,366,no,no,telephone,11,dec,1,-1,0,unknown,no
18654,38,technician,single,tertiary,no,1369,yes,no,cellular,3,feb,3,-1,0,unknown,no
18655,31,blue-collar,single,secondary,no,369,yes,yes,unknown,27,may,8,-1,0,unknown,no
18656,32,services,single,secondary,no,48,yes,no,cellular,20,apr,3,-1,0,unknown,no
18657,34,self-employed,single,tertiary,no,0,yes,no,unknown,2,jul,1,422,1,success,no
18658,36,self-employed,married,tertiary,no,16430,yes,no,unknown,6,jun,3,-1,0,unknown,no
18659,46,blue-collar,married,primary,no,327,no,yes,cellular,16,jul,4,-1,0,unknown,no
18660,52,blue-collar,married,primary,no,134,yes,no,cellular,15,may,2,295,3,failure,no
18661,42,services,single,secondary,no,877,no,no,cellular,17,nov,2,-1,0,unknown,no
18662,53,admin.,married,secondary,no,225,yes,no,cellular,20,apr,1,340,1,failure,no
18663,45,management,married,tertiary,no,1788,no,no,cellular,2,jun,2,301,2,failure,no
18664,30,services,single,primary,no,79,yes,no,cellular,15,may,1,-1,0,unknown,no
18665,27,student,single,secondary,no,3096,yes,no,telephone,6,may,4,357,1,failure,no
18666,72,retired,married,primary,no,806,no,no,cellular,19,oct,1,-1,0,unknown,no
18667,56,admin.,married,unknown,no,681,no,no,cellular,13,aug,2,-1,0,unknown,no
18668,43,management,married,tertiary,no,690,yes,no,cellular,6,aug,3,-1,0,unknown,no
18669,29,technician,single,secondary,no,1331,yes,yes,cellular,14,may,1,-1,0,unknown,no
18670,77,retired,married,primary,no,680,no,no,telephone,24,feb,2,89,7,failure,no
18671,47,technician,married,secondary,no,83,yes,no,unknown,6,may,2,-1,0,unknown,no
18672,30,management,single,tertiary,no,355,yes,no,cellular,15,may,2,-1,0,unknown,no
18673,37,management,married,primary,no,3953,yes,no,cellular,6,apr,2,138,1,failure,no
18674,55,management,married,tertiary,no,2366,yes,yes,cellular,30,jul,4,-1,0,unknown,no
18675,28,housemaid,married,secondary,no,1294,yes,no,cellular,8,jul,2,-1,0,unknown,no
18676,42,admin.,single,secondary,no,2758,yes,no,unknown,5,jun,3,-1,0,unknown,no
18677,48,management,married,tertiary,no,1175,yes,no,telephone,18,nov,3,-1,0,unknown,no
18678,56,entrepreneur,divorced,tertiary,no,3846,no,no,cellular,31,jul,7,-1,0,unknown,no
18679,55,unemployed,married,primary,no,1212,no,no,cellular,31,aug,1,92,1,failure,no
18680,34,technician,married,secondary,no,1194,no,yes,cellular,20,aug,2,-1,0,unknown,no
18681,34,blue-collar,married,primary,no,654,no,no,cellular,25,jul,1,-1,0,unknown,no
18682,41,management,single,tertiary,no,1373,no,no,cellular,30,jul,2,-1,0,unknown,no
18683,43,technician,married,tertiary,no,788,no,yes,cellular,22,jul,3,-1,0,unknown,no
18684,49,entrepreneur,married,tertiary,no,763,no,no,cellular,21,nov,4,-1,0,unknown,no
18685,35,technician,single,tertiary,no,485,yes,no,unknown,29,may,5,-1,0,unknown,no
18686,43,unemployed,married,primary,no,731,no,no,cellular,29,jul,4,-1,0,unknown,no
18687,46,management,married,secondary,no,10,yes,no,cellular,29,jul,7,-1,0,unknown,no
18688,28,blue-collar,single,primary,no,150,no,yes,cellular,9,jul,2,-1,0,unknown,no
18689,52,admin.,married,secondary,no,423,yes,yes,cellular,20,oct,2,96,7,failure,no
18690,32,blue-collar,married,secondary,no,2549,yes,no,unknown,23,may,3,-1,0,unknown,no
18691,30,management,single,tertiary,no,1268,no,no,cellular,16,jul,4,-1,0,unknown,no
18692,41,admin.,married,tertiary,no,1536,no,no,cellular,4,may,2,-1,0,unknown,no
18693,30,admin.,single,secondary,no,873,no,no,cellular,7,oct,1,216,2,failure,no
18694,31,blue-collar,single,secondary,no,4,no,no,cellular,16,apr,2,182,3,other,no
18695,40,blue-collar,married,primary,no,1613,yes,no,unknown,5,jun,3,-1,0,unknown,no
18696,51,technician,married,secondary,no,19,no,yes,cellular,8,aug,4,-1,0,unknown,no
18697,46,management,married,tertiary,no,1698,yes,no,cellular,6,feb,1,-1,0,unknown,no
18698,37,services,single,secondary,no,50,no,no,cellular,19,nov,1,154,8,other,no
18699,31,management,single,tertiary,no,1289,yes,no,cellular,12,aug,3,-1,0,unknown,no
18700,59,unemployed,divorced,secondary,no,44134,no,no,cellular,3,feb,1,-1,0,unknown,no
18701,56,retired,married,tertiary,no,281,no,no,cellular,25,may,1,83,2,success,no
18702,35,blue-collar,married,secondary,no,527,yes,yes,unknown,7,may,1,-1,0,unknown,no
18703,54,retired,married,primary,no,1156,no,no,unknown,16,jun,2,-1,0,unknown,no
18704,34,blue-collar,married,primary,no,-319,yes,yes,cellular,9,jul,4,-1,0,unknown,no
18705,32,technician,single,secondary,no,224,no,no,cellular,29,aug,4,-1,0,unknown,no
18706,58,retired,divorced,primary,no,6,no,no,unknown,16,may,1,-1,0,unknown,no
18707,35,blue-collar,married,secondary,no,280,yes,yes,cellular,31,jul,50,-1,0,unknown,no
18708,46,services,married,secondary,no,9077,yes,no,cellular,17,apr,2,337,1,failure,no
18709,35,management,married,tertiary,no,300,yes,no,cellular,15,jul,2,-1,0,unknown,no
18710,55,blue-collar,married,secondary,no,2854,yes,no,cellular,7,may,1,-1,0,unknown,no
18711,39,admin.,married,secondary,no,2319,no,no,cellular,7,jul,1,-1,0,unknown,no
18712,49,services,married,secondary,no,66,yes,yes,cellular,21,nov,4,-1,0,unknown,no
18713,36,technician,married,secondary,no,283,yes,yes,unknown,27,jun,2,-1,0,unknown,no
18714,51,admin.,married,tertiary,no,1463,yes,no,telephone,23,jul,1,-1,0,unknown,no
18715,40,unemployed,single,secondary,no,1744,yes,no,unknown,21,may,11,-1,0,unknown,no
18716,49,retired,married,secondary,no,993,yes,yes,cellular,8,may,1,301,2,other,no
18717,49,management,divorced,tertiary,no,651,no,yes,cellular,6,aug,3,-1,0,unknown,no
18718,30,blue-collar,married,primary,no,1,yes,yes,telephone,22,jul,2,-1,0,unknown,no
18719,28,services,single,secondary,no,234,no,no,unknown,9,may,3,-1,0,unknown,no
18720,62,retired,married,secondary,no,2917,no,no,cellular,11,oct,2,182,2,failure,no
18721,60,housemaid,married,primary,no,0,no,yes,telephone,22,jul,1,-1,0,unknown,no
18722,42,admin.,divorced,secondary,yes,723,no,no,cellular,20,nov,2,112,2,other,no
18723,55,blue-collar,married,secondary,no,-157,no,no,cellular,6,feb,5,-1,0,unknown,no
18724,53,services,divorced,secondary,no,43,yes,no,unknown,3,jun,6,-1,0,unknown,no
18725,36,admin.,married,secondary,no,898,no,no,cellular,15,jul,5,-1,0,unknown,no
18726,32,blue-collar,single,secondary,no,3,yes,no,unknown,23,may,3,-1,0,unknown,no
18727,58,self-employed,married,secondary,no,28318,yes,no,cellular,14,may,2,-1,0,unknown,no
18728,49,management,divorced,tertiary,no,112,no,no,cellular,25,aug,10,-1,0,unknown,no
18729,36,management,married,tertiary,no,0,yes,no,cellular,18,nov,1,175,2,failure,no
18730,52,management,married,tertiary,no,1356,yes,no,cellular,4,may,2,-1,0,unknown,no
18731,56,entrepreneur,married,tertiary,no,40,no,yes,cellular,11,jul,2,-1,0,unknown,no
18732,42,technician,divorced,secondary,no,58,no,no,cellular,19,aug,2,-1,0,unknown,no
18733,34,admin.,married,secondary,no,353,no,yes,cellular,18,nov,3,-1,0,unknown,no
18734,64,retired,married,unknown,no,2923,no,no,cellular,12,mar,1,-1,0,unknown,no
18735,45,blue-collar,married,secondary,no,953,yes,no,unknown,15,may,3,-1,0,unknown,no
18736,36,unemployed,married,secondary,yes,-318,yes,no,unknown,15,may,2,-1,0,unknown,no
18737,51,unemployed,married,secondary,no,495,yes,yes,unknown,20,jun,8,-1,0,unknown,no
18738,46,management,married,tertiary,no,618,yes,no,unknown,13,may,3,-1,0,unknown,no
18739,25,services,single,tertiary,no,130,yes,no,cellular,16,jul,1,-1,0,unknown,no
18740,52,admin.,married,secondary,no,941,no,no,cellular,4,feb,2,-1,0,unknown,no
18741,54,blue-collar,married,secondary,no,1777,yes,no,cellular,18,may,5,178,6,success,no
18742,50,retired,married,secondary,no,1047,no,no,cellular,21,nov,5,-1,0,unknown,no
18743,34,blue-collar,married,primary,no,79,yes,no,cellular,14,may,2,-1,0,unknown,no
18744,48,blue-collar,married,primary,no,783,no,yes,cellular,6,aug,2,-1,0,unknown,no
18745,48,management,married,tertiary,yes,0,yes,no,cellular,31,jul,4,-1,0,unknown,no
18746,34,management,single,tertiary,no,1310,no,yes,cellular,20,nov,3,-1,0,unknown,no
18747,48,services,married,secondary,no,543,yes,no,cellular,16,apr,1,336,1,failure,no
18748,44,services,single,secondary,no,0,yes,no,unknown,14,may,1,-1,0,unknown,no
18749,22,student,single,secondary,no,246,yes,no,telephone,12,may,1,-1,0,unknown,no
18750,38,management,married,tertiary,no,425,yes,no,cellular,17,nov,1,181,1,failure,no
18751,38,blue-collar,married,secondary,no,452,yes,no,cellular,9,feb,4,-1,0,unknown,no
18752,31,management,married,tertiary,no,1251,no,no,cellular,21,aug,1,197,5,failure,no
18753,23,student,single,secondary,no,1021,no,no,telephone,19,jun,9,-1,0,unknown,no
18754,32,admin.,single,tertiary,no,3188,no,no,cellular,5,feb,2,242,1,other,no
18755,55,services,divorced,primary,no,2298,yes,no,unknown,6,may,2,-1,0,unknown,no
18756,54,entrepreneur,married,tertiary,no,345,no,no,cellular,14,aug,6,-1,0,unknown,no
18757,43,entrepreneur,married,primary,no,2315,yes,yes,cellular,14,may,1,-1,0,unknown,no
18758,56,retired,married,primary,no,1947,no,no,cellular,30,apr,2,-1,0,unknown,no
18759,53,services,divorced,primary,no,0,no,yes,cellular,8,jul,1,-1,0,unknown,no
18760,46,services,divorced,secondary,no,1263,yes,no,telephone,21,nov,2,-1,0,unknown,no
18761,39,blue-collar,married,secondary,no,0,yes,no,unknown,20,may,2,-1,0,unknown,no
18762,56,management,married,tertiary,no,73,yes,no,cellular,8,may,1,368,2,failure,no
18763,48,self-employed,married,tertiary,no,7,yes,no,unknown,5,may,1,-1,0,unknown,no
18764,34,management,married,tertiary,no,297,yes,no,cellular,26,aug,4,-1,0,unknown,no
18765,32,management,single,tertiary,no,656,yes,yes,cellular,20,apr,2,-1,0,unknown,no
18766,33,blue-collar,married,primary,no,1903,yes,no,cellular,21,nov,2,182,3,failure,no
18767,48,technician,divorced,secondary,no,145,yes,no,cellular,13,aug,5,-1,0,unknown,no
18768,32,admin.,divorced,secondary,no,281,yes,no,unknown,8,may,4,-1,0,unknown,no
18769,33,management,married,tertiary,no,7154,no,no,cellular,2,aug,4,129,4,other,no
18770,32,blue-collar,single,secondary,no,123,yes,no,cellular,8,jul,4,-1,0,unknown,no
18771,46,services,married,secondary,no,0,no,no,unknown,17,jun,5,-1,0,unknown,no
18772,36,technician,married,secondary,no,594,no,yes,cellular,4,aug,3,-1,0,unknown,no
18773,36,unknown,married,secondary,no,1370,no,no,unknown,18,jun,5,-1,0,unknown,no
18774,32,entrepreneur,single,tertiary,no,1,yes,yes,unknown,16,may,2,-1,0,unknown,no
18775,39,admin.,married,secondary,no,1101,yes,no,cellular,6,may,3,-1,0,unknown,no
18776,47,unemployed,married,primary,no,2290,yes,no,cellular,7,apr,1,-1,0,unknown,no
18777,45,admin.,married,secondary,no,137,yes,no,unknown,14,may,1,-1,0,unknown,no
18778,54,blue-collar,married,primary,no,551,yes,no,cellular,17,apr,1,263,2,failure,no
18779,56,blue-collar,married,secondary,no,-199,no,yes,cellular,16,jul,2,-1,0,unknown,no
18780,55,retired,married,secondary,no,123,no,no,cellular,28,aug,8,-1,0,unknown,no
18781,49,admin.,married,secondary,no,1629,no,no,cellular,31,jul,2,-1,0,unknown,no
18782,40,technician,married,tertiary,no,1207,no,no,cellular,22,aug,3,-1,0,unknown,no
18783,35,technician,single,tertiary,no,5251,yes,no,unknown,17,jun,15,-1,0,unknown,no
18784,30,technician,single,tertiary,no,-266,no,yes,cellular,25,aug,4,-1,0,unknown,no
18785,31,services,married,secondary,no,338,yes,no,cellular,28,jan,1,-1,0,unknown,no
18786,57,technician,married,secondary,no,3284,yes,no,unknown,26,may,1,-1,0,unknown,no
18787,39,blue-collar,married,tertiary,no,206,yes,yes,unknown,28,may,3,-1,0,unknown,no
18788,60,self-employed,married,primary,no,1226,yes,no,unknown,30,may,3,-1,0,unknown,no
18789,31,blue-collar,married,primary,no,951,yes,no,cellular,13,may,1,-1,0,unknown,no
18790,48,services,single,secondary,no,2749,no,no,cellular,19,nov,1,-1,0,unknown,no
18791,57,housemaid,married,secondary,no,5631,no,no,telephone,25,aug,1,90,5,other,no
18792,55,technician,divorced,secondary,no,35,yes,no,cellular,20,aug,4,-1,0,unknown,no
18793,31,admin.,married,secondary,no,8295,yes,no,cellular,19,nov,1,-1,0,unknown,no
18794,43,entrepreneur,married,secondary,no,641,yes,yes,unknown,2,jun,4,-1,0,unknown,no
18795,35,admin.,single,secondary,no,181,yes,no,cellular,18,may,4,301,1,failure,no
18796,40,technician,married,secondary,no,257,yes,no,unknown,16,may,4,-1,0,unknown,no
18797,31,management,single,tertiary,no,1308,no,no,cellular,22,aug,3,-1,0,unknown,no
18798,36,blue-collar,married,secondary,no,708,yes,no,telephone,21,nov,1,-1,0,unknown,no
18799,38,entrepreneur,married,secondary,no,2139,yes,no,unknown,9,may,1,-1,0,unknown,no
18800,31,entrepreneur,married,secondary,no,10,yes,yes,cellular,29,jan,3,188,9,failure,no
18801,43,blue-collar,married,primary,no,197,yes,no,cellular,17,nov,2,-1,0,unknown,no
18802,36,management,divorced,tertiary,no,210,yes,no,cellular,17,jul,2,-1,0,unknown,no
18803,57,retired,married,secondary,no,81,no,no,cellular,19,aug,3,-1,0,unknown,no
18804,30,housemaid,single,tertiary,no,3362,no,no,cellular,12,aug,2,-1,0,unknown,no
18805,41,unemployed,married,primary,no,557,yes,no,cellular,17,nov,1,173,1,failure,no
18806,49,self-employed,divorced,tertiary,no,3293,no,no,cellular,8,mar,3,585,6,other,no
18807,34,management,single,tertiary,no,-64,yes,yes,cellular,28,aug,7,-1,0,unknown,no
18808,43,management,married,tertiary,no,11754,no,no,cellular,7,aug,2,-1,0,unknown,no
18809,36,blue-collar,married,secondary,no,3935,yes,yes,unknown,27,may,6,-1,0,unknown,no
18810,60,blue-collar,married,secondary,no,272,no,no,cellular,2,feb,1,-1,0,unknown,no
18811,32,services,married,secondary,no,252,yes,yes,cellular,25,jul,4,-1,0,unknown,no
18812,38,blue-collar,single,secondary,no,238,yes,no,cellular,8,may,1,366,2,failure,no
18813,58,retired,married,secondary,no,13,no,no,cellular,7,aug,4,-1,0,unknown,no
18814,50,blue-collar,married,primary,no,-98,no,yes,cellular,8,aug,2,-1,0,unknown,no
18815,33,technician,married,secondary,no,348,yes,no,cellular,7,may,2,294,1,success,no
18816,36,technician,single,tertiary,no,1324,no,no,cellular,22,aug,2,-1,0,unknown,no
18817,41,blue-collar,married,primary,no,0,yes,no,unknown,30,may,3,-1,0,unknown,no
18818,29,blue-collar,married,secondary,no,-20,yes,no,cellular,7,may,3,-1,0,unknown,no
18819,45,housemaid,married,primary,yes,0,no,yes,unknown,17,jun,1,-1,0,unknown,no
18820,49,blue-collar,married,primary,no,130,no,no,unknown,30,may,2,-1,0,unknown,no
18821,45,blue-collar,married,secondary,no,827,yes,no,unknown,15,may,5,-1,0,unknown,no
18822,40,technician,single,secondary,no,200,yes,no,unknown,6,may,2,-1,0,unknown,no
18823,44,technician,married,secondary,no,11016,no,no,unknown,9,jun,3,-1,0,unknown,no
18824,33,blue-collar,married,secondary,no,1130,yes,no,cellular,7,apr,1,-1,0,unknown,no
18825,30,admin.,married,secondary,no,4,no,no,unknown,20,jun,2,-1,0,unknown,no
18826,41,blue-collar,married,primary,no,254,yes,no,cellular,12,may,1,309,3,failure,no
18827,31,blue-collar,married,secondary,no,27,yes,yes,unknown,26,may,5,-1,0,unknown,no
18828,40,services,married,secondary,no,293,no,no,telephone,4,feb,2,-1,0,unknown,no
18829,24,blue-collar,married,secondary,no,237,yes,no,unknown,12,may,2,-1,0,unknown,no
18830,32,blue-collar,married,secondary,no,20,yes,yes,unknown,8,may,3,-1,0,unknown,no
18831,33,management,single,secondary,no,-665,yes,yes,unknown,9,may,1,-1,0,unknown,no
18832,29,unknown,single,secondary,no,1502,no,no,cellular,28,jan,1,-1,0,unknown,no
18833,29,admin.,single,secondary,no,1751,no,no,cellular,30,jan,1,-1,0,unknown,no
18834,57,services,married,secondary,no,1577,yes,no,telephone,7,may,2,357,1,other,no
18835,37,blue-collar,married,secondary,no,2870,yes,no,unknown,6,jun,2,-1,0,unknown,no
18836,29,technician,single,secondary,no,3313,yes,no,unknown,5,jun,3,-1,0,unknown,no
18837,26,admin.,single,secondary,no,321,yes,no,cellular,22,jul,7,-1,0,unknown,no
18838,57,self-employed,married,tertiary,no,192,yes,no,cellular,7,may,1,-1,0,unknown,no
18839,55,admin.,married,secondary,no,541,yes,yes,cellular,14,jul,3,-1,0,unknown,no
18840,52,management,married,tertiary,no,7388,no,yes,unknown,17,jun,2,-1,0,unknown,no
18841,40,technician,single,secondary,no,1411,yes,yes,cellular,18,nov,3,-1,0,unknown,no
18842,35,admin.,married,tertiary,no,690,no,no,cellular,19,apr,2,185,1,failure,no
18843,57,management,married,tertiary,no,1741,no,no,cellular,24,jul,2,-1,0,unknown,no
18844,51,entrepreneur,married,tertiary,yes,4,yes,no,cellular,18,nov,1,-1,0,unknown,no
18845,40,management,married,tertiary,no,-37,no,yes,cellular,15,jul,4,-1,0,unknown,no
